tmp1,tmp2,tmp3,tmp4,tmp5,tmp6,tmp7,tmp8,tmp9
-0.235821904959989,-0.255798484914176,-0.174210465136971,-0.128682710704965,0,1,0,1,3.35
0.221136362751114,0.15565129976189,-0.174210465136971,0.217152074314628,1,0,0,1,4.75
0.256998910343631,-0.772682276913483,-0.174210465136971,-1.16618706576374,0,1,0,1,7.25
-0.4024092228091,-0.816398816535315,-0.174210465136971,0.908821644353814,0,1,0,1,2.85
-0.0877442890941121,0.14150771341365,-0.174210465136971,-0.128682710704965,1,0,0,1,4.6
0.254685197595727,-0.896862965051028,-0.174210465136971,-1.51202185078334,1,0,0,1,9.25
0.0568627576499077,-0.466769362006828,-0.174210465136971,-0.474517495724558,0,1,0,1,6.75
0.113548719973564,-0.090472818309024,-0.174210465136971,-0.474517495724558,1,0,0,1,6.5
0.145940698444224,-0.428787403758919,-0.174210465136971,-0.820352280744151,1,0,0,1,8.75
0.149411267566081,0.139373317655643,-0.174210465136971,-0.474517495724558,1,0,0,1,7.45
-0.466036323376468,-0.895217165912324,-0.174210465136971,-1.16618706576374,0,1,0,1,2.85
0.318312298163096,0.361376192099923,-0.174210465136971,-0.474517495724558,1,0,0,1,6.85
0.267410617709201,-0.564385823421225,-0.174210465136971,-0.474517495724558,0,1,0,0,7.5
0.00943164631786925,-0.28151409645643,-0.174210465136971,-0.474517495724558,0,1,0,1,6.1
-0.0484111723797387,1.04096265832707,-0.174210465136971,1.600491214393,0,1,0,1,2.25
0.365743409495134,0.15565129976189,-0.174210465136971,-0.820352280744151,1,0,0,1,7.75
0.365743409495134,0.12165526130303,-0.174210465136971,-0.474517495724558,1,0,0,1,7.25
0.365743409495134,0.15565129976189,-0.174210465136971,-0.820352280744151,1,0,0,1,7.75
-0.293664723657597,-0.0372157868050158,-0.174210465136971,-0.474517495724558,0,0,0,1,3.25
0.0406667684145776,0.115586376979058,-0.174210465136971,1.25465642937341,0,1,0,1,2.65
-0.425546350288143,-0.307229707998684,-0.174210465136971,-0.820352280744151,0,1,0,1,2.85
-0.221939628472563,-0.888402528853627,-0.174210465136971,-1.16618706576374,0,1,0,1,4.9
0.044137337536434,0.335660580557669,-0.174210465136971,0.908821644353814,0,1,0,0,4.4
-0.482232312611799,0.214282894078229,-0.174210465136971,-0.128682710704965,0,1,0,1,2.5
-0.372330957086343,0.512558272356835,-0.174210465136971,0.217152074314628,0,1,0,1,2.9
-0.305233287397118,-0.435807765709954,-0.174210465136971,0.908821644353814,0,1,0,1,3
-0.203429926489328,0.46778739266177,-0.174210465136971,0.217152074314628,0,1,0,1,4.15
-0.131704831304294,-0.53352708957052,-0.174210465136971,-1.16618706576374,0,1,1,1,6
-0.425546350288143,0.195304772760046,-0.174210465136971,1.25465642937341,0,1,0,1,1.95
0.318312298163096,0.207082522846398,-0.174210465136971,-0.474517495724558,1,0,0,1,7.45
-0.190704506375854,0.372665345566972,-0.174210465136971,0.562986859334221,1,0,0,1,3.1
-0.31680185113664,0.443666149035136,-0.174210465136971,0.908821644353814,0,1,0,1,2.35
-0.0160191939090782,0.0527888535928736,-0.174210465136971,-0.128682710704965,1,0,0,1,4.95
0.268567474083153,0.207082522846398,-0.174210465136971,-0.128682710704965,1,0,0,1,6
0.0499216194061949,0.207082522846398,-0.174210465136971,-0.128682710704965,1,0,0,1,5.5
0.0129022154397258,0.335609149334584,-0.174210465136971,0.908821644353814,0,0,0,1,2.95
-0.0495680287536909,0.303953231526069,-0.174210465136971,-0.474517495724558,0,1,0,1,4.65
-0.618741364738153,2.31576266931124,-0.174210465136971,3.67549992451056,0,1,1,1,0.35
-0.447526621393234,-0.690932347820657,-0.174210465136971,-0.820352280744151,0,1,0,1,3
0.0406667684145776,0.644247919064718,-0.174210465136971,3.67549992451056,0,1,0,1,2.25
0.0279413483011038,-0.319470339092797,-0.174210465136971,-0.820352280744151,0,1,0,0,5.85
-0.422075781166286,0.250953356137484,-0.174210465136971,-0.128682710704965,0,1,0,1,2.55
-0.0553523106234516,0.541385472895702,-0.174210465136971,1.94632599941259,0,1,0,1,1.95
0.0499216194061949,0.227140699849356,-0.174210465136971,-0.128682710704965,1,0,0,1,5.5
-0.571310253406115,0.335660580557669,-0.174210465136971,0.562986859334221,0,1,0,1,1.25
0.510350456239154,-0.564385823421225,-0.174210465136971,-0.128682710704965,0,1,0,0,7.5
-0.31680185113664,0.709359847489705,-0.174210465136971,0.217152074314628,0,1,0,1,2.65
-0.4024092228091,0.72139475369148,-0.174210465136971,2.63799556945178,0,1,0,1,1.05
0.00943164631786925,-0.284857125956923,-0.174210465136971,-0.474517495724558,0,1,0,1,5.8
0.19221495340231,0.00135763050836538,-0.174210465136971,-1.16618706576374,0,1,0,0,7.75
2.65863274266831,1.74248454119976,-0.174210465136971,0.562986859334221,1,0,0,0,14.9
2.65863274266831,0.0785044651351277,-0.174210465136971,-0.474517495724558,1,0,0,0,23
1.40460043330417,-0.564385823421225,-0.174210465136971,-1.16618706576374,1,0,0,0,18
2.65863274266831,2.52148756164927,-0.174210465136971,0.217152074314628,1,0,1,0,16
0.298645739805909,1.36428504224783,-0.174210465136971,2.98383035447137,0,1,1,1,2.75
0.857407368424802,0.849972811402751,-0.174210465136971,1.600491214393,0,1,0,0,3.6
-0.0414700341360258,0.0922366016986914,-0.174210465136971,-0.474517495724558,0,1,0,1,4.5
1.26230709930806,0.335660580557669,-0.174210465136971,1.25465642937341,0,1,0,1,4.75
-0.0958422837117773,0.0652609251908668,3.85943184303443,-0.128682710704965,0,1,0,1,4.1
3.27755090273272,0.104220076677382,-0.174210465136971,-0.128682710704965,1,0,0,0,19.99
1.27040509392572,0.07853018074667,-0.174210465136971,0.217152074314628,0,1,0,1,6.95
0.00827478994391711,0.0936252447219731,-0.174210465136971,-0.474517495724558,0,1,0,1,4.5
3.27755090273272,1.05569770374078,-0.174210465136971,-0.128682710704965,1,0,0,0,18.75
3.27755090273272,0.258513745930906,-0.174210465136971,-0.474517495724558,1,0,0,0,23.5
3.30878602482943,-0.795826327301512,-0.174210465136971,-1.16618706576374,1,0,0,0,33
-0.0784894381024949,0.207082522846398,-0.174210465136971,-0.128682710704965,1,0,0,1,4.75
1.7956178877,-0.667248269590241,-0.174210465136971,-1.16618706576374,0,1,0,0,19.75
1.48326666673292,0.567101084437956,-0.174210465136971,1.25465642937341,1,0,0,1,9.25
0.707016039811022,1.31285381916332,-0.174210465136971,0.908821644353814,0,1,0,1,4.35
1.53648205993472,-0.641532658047987,-0.174210465136971,-0.820352280744151,0,1,0,1,14.25
-0.100469709207586,0.875688422945005,-0.174210465136971,-0.128682710704965,1,0,0,1,3.95
0.561252136693049,0.207082522846398,-0.174210465136971,0.908821644353814,1,0,0,1,4.5
1.27040509392572,0.489979965422736,-0.174210465136971,0.217152074314628,0,1,0,1,7.45
-0.221939628472563,0.15565129976189,-0.174210465136971,0.908821644353814,0,1,0,1,2.65
0.150568123940033,1.18427576145205,-0.174210465136971,-0.128682710704965,1,0,0,1,4.9
-0.0958422837117773,-0.0243579810338887,-0.174210465136971,-0.474517495724558,0,1,0,1,3.95
0.815760538962524,0.901404034487259,-0.174210465136971,0.217152074314628,0,1,0,1,5.5
0.546213003831671,2.52544776582678,-0.174210465136971,3.32966513949096,0,1,0,0,1.5
1.75859848373353,1.10712892682529,-0.174210465136971,1.25465642937341,0,1,0,0,5.25
2.65863274266831,1.33856943070558,-0.174210465136971,0.562986859334221,1,0,0,0,14.5
0.84005452281552,-0.358660931083192,-0.174210465136971,-0.820352280744151,1,0,0,1,14.73
0.0256276355531994,0.0785044651351277,-0.174210465136971,-0.474517495724558,1,0,0,1,4.75
2.05475371546529,-0.564385823421225,-0.174210465136971,-1.16618706576374,1,0,0,0,23
0.674624061340361,0.0270732420506195,-0.174210465136971,-0.474517495724558,1,0,0,1,12.5
0.674624061340361,4.12038142490046,-0.174210465136971,2.98383035447137,1,0,0,1,3.49
1.86271555738923,2.70149684244505,11.9267164593772,2.63799556945178,0,1,1,0,2.5
9.82998540479775,1.05569770374078,-0.174210465136971,1.25465642937341,1,0,0,1,35
0.707016039811022,0.489954249811193,-0.174210465136971,0.562986859334221,0,1,0,1,5.9
-0.182606511758189,0.258513745930906,-0.174210465136971,0.217152074314628,0,1,0,1,3.45
-0.100469709207586,0.0785044651351277,-0.174210465136971,-0.128682710704965,0,1,0,1,4.75
1.27040509392572,0.644247919064718,-0.174210465136971,1.600491214393,0,1,0,1,3.8
0.978877287689779,0.547608650888927,-0.174210465136971,-0.128682710704965,1,0,0,1,11.25
0.702388614315213,0.978550869114021,-0.174210465136971,2.98383035447137,0,1,0,1,3.51
2.65863274266831,0.0785044651351277,-0.174210465136971,-0.474517495724558,1,0,0,0,23
1.75281420186377,1.33856943070558,-0.174210465136971,1.94632599941259,0,1,0,0,4
1.27040509392572,0.901404034487259,-0.174210465136971,0.562986859334221,0,1,0,1,5.85
2.05475371546529,-0.204367261829667,-0.174210465136971,-0.820352280744151,1,0,0,0,20.75
1.27387566304758,-0.726394176137426,-0.174210465136971,-1.16618706576374,0,1,0,1,17
1.27040509392572,0.207082522846398,-0.174210465136971,0.217152074314628,0,1,0,1,7.05
1.48326666673292,0.336277755234683,-0.174210465136971,1.25465642937341,1,0,0,1,9.65
-0.662701906948335,-0.872973161928274,-0.174210465136971,-0.820352280744151,0,1,1,1,1.75
-0.671956757939953,-0.914118140395881,-0.174210465136971,-1.16618706576374,0,1,1,1,1.7
-0.676584183435761,-0.84725755038602,-0.174210465136971,-1.16618706576374,0,1,1,1,1.65
-0.6974075981669,-0.919261262704332,-0.174210465136971,-1.16618706576374,0,1,1,1,1.45
-0.712446731028278,-0.844685989231795,-0.174210465136971,-1.16618706576374,0,1,1,1,1.35
-0.608329657372584,-0.392091226088122,-0.174210465136971,-0.474517495724558,0,1,1,1,1.35
-0.483389168985751,-0.525812406107844,3.85943184303443,-0.128682710704965,0,1,1,1,1.35
-0.708976161906422,-0.564385823421225,-0.174210465136971,0.217152074314628,0,1,1,1,1.25
-0.708976161906422,-0.487238988794463,-0.174210465136971,-0.820352280744151,0,1,1,1,1.2
-0.712446731028278,-0.667248269590241,-0.174210465136971,-1.16618706576374,0,1,1,1,1.2
-0.676584183435761,-0.795826327301512,-0.174210465136971,-0.820352280744151,0,1,1,1,1.2
-0.708976161906422,-0.726394176137426,-0.174210465136971,-0.820352280744151,0,1,1,1,1.15
-0.604859088250727,-0.770110715759258,-0.174210465136971,-0.128682710704965,0,1,1,1,1.15
-0.720544725645943,-0.0500735925761428,-0.174210465136971,-0.820352280744151,0,1,1,1,1.15
-0.712446731028278,-0.512954600336717,-0.174210465136971,-0.474517495724558,0,1,1,1,1.15
-0.712446731028278,-0.50009679456559,-0.174210465136971,-0.474517495724558,0,1,1,1,1.11
-0.712446731028278,-0.101504815660651,-0.174210465136971,0.217152074314628,0,1,1,1,1.1
-0.662701906948335,-0.590101434963479,-0.174210465136971,-0.474517495724558,0,1,1,1,1.1
-0.712446731028278,-0.28151409645643,-0.174210465136971,-0.474517495724558,0,1,1,1,1.1
-0.662701906948335,-0.811255694226864,-0.174210465136971,0.217152074314628,0,1,1,1,1.05
-0.736740714881274,-0.803541010764188,-0.174210465136971,-0.820352280744151,0,1,1,1,1.05
-0.708976161906422,-0.772682276913483,-0.174210465136971,0.908821644353814,0,1,1,1,1.05
-0.747152422246843,-0.795826327301512,-0.174210465136971,-0.820352280744151,0,1,1,1,1.05
-0.712446731028278,0.245655940159779,-0.174210465136971,0.217152074314628,0,1,1,1,1
-0.680054752557618,-0.654390463819114,-0.174210465136971,0.562986859334221,0,1,1,1,0.95
-0.680054752557618,0.0785044651351277,-0.174210465136971,1.600491214393,0,1,1,1,0.9
-0.772603262473791,-0.916689701550106,-0.174210465136971,-1.16618706576374,0,1,1,1,0.9
-0.789956108083073,-0.770110715759258,-0.174210465136971,-0.820352280744151,0,1,1,1,0.75
-0.781858113465408,-0.872973161928274,-0.174210465136971,-1.16618706576374,0,1,1,1,0.8
-0.785328682587264,-0.821541938843766,-0.174210465136971,-1.16618706576374,0,1,1,1,0.78
-0.781858113465408,-0.667248269590241,-0.174210465136971,-1.16618706576374,0,1,1,1,0.75
-0.787642395335169,-0.487238988794463,-0.174210465136971,-0.474517495724558,0,1,1,1,0.75
-0.772603262473791,-0.860115356157147,-0.174210465136971,-1.16618706576374,0,1,1,1,0.75
-0.772603262473791,-0.93726219078391,-0.174210465136971,-0.820352280744151,0,1,1,1,0.72
-0.788799251709121,-0.646675780356438,-0.174210465136971,-1.16618706576374,0,1,1,1,0.65
-0.796897246326786,-0.821541938843766,-0.174210465136971,-0.474517495724558,0,1,1,1,0.65
-0.743681853124987,-0.345803125312065,-0.174210465136971,-0.128682710704965,0,1,1,1,0.65
-0.791460021369211,-0.538670211878971,-0.174210465136971,0.217152074314628,0,1,1,1,0.65
-0.781858113465408,-0.564385823421225,-0.174210465136971,-0.820352280744151,0,1,1,1,0.6
-0.772603262473791,-0.523240844953618,-0.174210465136971,-0.474517495724558,0,1,1,1,0.6
-0.743681853124987,-0.127220427202905,-0.174210465136971,0.217152074314628,0,1,1,1,0.6
-0.789956108083073,-0.435807765709954,-0.174210465136971,-0.820352280744151,0,1,1,1,0.6
-0.785328682587264,-0.204367261829667,-0.174210465136971,-0.474517495724558,0,1,1,1,0.6
-0.785328682587264,-0.307229707998684,-0.174210465136971,-0.820352280744151,0,1,1,1,0.6
-0.767975836977982,-0.307229707998684,-0.174210465136971,-0.128682710704965,0,1,1,1,0.6
-0.788799251709121,-0.461523377252209,-0.174210465136971,0.562986859334221,0,1,1,1,0.6
-0.791460021369211,-0.564385823421225,-0.174210465136971,-0.128682710704965,0,1,1,1,0.55
-0.785328682587264,0.541385472895702,-0.174210465136971,-0.474517495724558,0,1,1,1,0.55
-0.773760118847743,0.207082522846398,-0.174210465136971,1.25465642937341,0,1,1,1,0.52
-0.773760118847743,-0.332945319540938,-0.174210465136971,-0.820352280744151,0,1,1,1,0.51
-0.786948281510797,-0.795826327301512,-0.174210465136971,0.908821644353814,0,1,1,1,0.5
-0.818877517431877,-0.152936038745159,-0.174210465136971,-0.820352280744151,0,1,1,1,0.5
-0.767975836977982,-0.615817046505733,-0.174210465136971,0.562986859334221,0,1,1,1,0.5
-0.767975836977982,0.207082522846398,-0.174210465136971,0.217152074314628,0,1,1,1,0.5
-0.780701257091456,-0.744395104217004,-0.174210465136971,-0.128682710704965,0,1,1,1,0.5
-0.823504942927686,-0.839542866923344,-0.174210465136971,-1.16618706576374,0,1,1,0,0.48
-0.822348086553734,-0.564385823421225,-0.174210465136971,-1.16618706576374,0,1,1,1,0.48
-0.785328682587264,-0.358660931083192,-0.174210465136971,-0.474517495724558,0,1,1,1,0.48
-0.820034373805829,-0.728965737291651,-0.174210465136971,-1.16618706576374,0,1,1,1,0.48
-0.823504942927686,-0.84725755038602,-0.174210465136971,-1.16618706576374,0,1,1,0,0.45
-0.772603262473791,-0.332945319540938,-0.174210465136971,0.908821644353814,0,1,1,1,0.45
-0.786948281510797,-0.358660931083192,-0.174210465136971,-0.128682710704965,0,1,1,1,0.45
-0.767975836977982,-0.577243629192352,-0.174210465136971,0.562986859334221,0,1,1,1,0.45
-0.772603262473791,-0.255798484914176,-0.174210465136971,1.25465642937341,0,1,1,1,0.45
-0.820034373805829,-0.590101434963479,-0.174210465136971,-0.820352280744151,0,1,1,1,0.45
-0.820034373805829,-0.93726219078391,-0.174210465136971,-0.820352280744151,0,1,1,0,0.45
-0.818877517431877,-0.924404385012783,-0.174210465136971,-0.820352280744151,0,1,1,1,0.45
-0.788799251709121,0.129935688219636,-0.174210465136971,-0.128682710704965,0,1,1,1,0.42
-0.798054102700738,-0.641532658047987,-0.174210465136971,0.217152074314628,0,1,1,1,0.42
-0.820034373805829,-0.590101434963479,-0.174210465136971,-0.474517495724558,0,1,1,1,0.4
-0.786485538961217,-0.808684133072639,-0.174210465136971,0.562986859334221,0,1,1,1,0.4
-0.818877517431877,-0.777825399221934,-0.174210465136971,-0.474517495724558,0,1,1,1,0.4
-0.808465810066308,-0.597816118426155,-0.174210465136971,-0.128682710704965,0,1,1,1,0.4
-0.823504942927686,-0.916689701550106,-0.174210465136971,-1.16618706576374,0,1,1,0,0.4
-0.79921095907469,0.0425026089759719,-0.174210465136971,-0.474517495724558,0,1,1,1,0.38
-0.791460021369211,0.978550869114021,-0.174210465136971,0.908821644353814,0,1,1,1,0.38
-0.761034698734269,-0.178651650287413,-0.174210465136971,0.908821644353814,0,1,1,1,0.35
-0.816563804683973,-0.332945319540938,-0.174210465136971,-0.820352280744151,0,1,1,0,0.35
-0.822348086553734,-0.461523377252209,-0.174210465136971,-0.128682710704965,0,1,1,0,0.35
-0.761034698734269,4.52730526194509,-0.174210465136971,1.25465642937341,0,1,1,1,0.31
-0.823504942927686,0.59281669598021,-0.174210465136971,0.562986859334221,0,1,1,1,0.3
-0.826975512049542,0.335660580557669,-0.174210465136971,-0.820352280744151,0,1,1,1,0.3
-0.815406948310021,-0.178651650287413,-0.174210465136971,0.217152074314628,0,1,1,1,0.3
-0.828132368423494,-0.4100921541677,-0.174210465136971,0.217152074314628,0,1,1,1,0.27
-0.795740389952834,-0.28151409645643,3.85943184303443,1.94632599941259,0,1,1,1,0.25
-0.815406948310021,-0.901260334624754,-0.174210465136971,1.94632599941259,0,1,1,0,0.25
-0.822348086553734,-0.384376542625446,-0.174210465136971,1.25465642937341,0,1,1,0,0.25
-0.823504942927686,-0.127220427202905,-0.174210465136971,0.217152074314628,0,1,1,1,0.25
-0.816563804683973,-0.487238988794463,-0.174210465136971,0.217152074314628,0,1,1,1,0.25
-0.816563804683973,0.464238638268939,-0.174210465136971,2.98383035447137,0,1,1,1,0.2
-0.795740389952834,0.59281669598021,-0.174210465136971,1.94632599941259,0,1,1,1,0.2
-0.816563804683973,-0.307229707998684,3.85943184303443,0.562986859334221,0,1,1,1,0.2
-0.795740389952834,0.309944969015415,3.85943184303443,2.29216078443219,0,1,1,1,0.2
-0.807308953692355,-0.332945319540938,3.85943184303443,0.217152074314628,0,1,1,1,0.2
-0.791460021369211,0.335660580557669,-0.174210465136971,1.94632599941259,0,1,1,1,0.2
-0.845485214032777,-0.0500735925761428,-0.174210465136971,-0.474517495724558,0,1,1,1,0.18
-0.822348086553734,11.907685774572,-0.174210465136971,1.94632599941259,0,1,1,0,0.17
-0.823504942927686,-0.101504815660651,-0.174210465136971,1.25465642937341,0,1,1,1,0.16
-0.816563804683973,-0.0500735925761428,3.85943184303443,0.908821644353814,0,1,1,1,0.15
-0.815406948310021,0.412807415184431,-0.174210465136971,2.29216078443219,0,1,1,1,0.12
-0.795740389952834,1.42170800282169,-0.174210465136971,2.63799556945178,0,1,1,1,0.1
-0.0969991400857294,0.541385472895702,3.85943184303443,1.25465642937341,1,0,0,1,3.25
-0.223096484846515,-0.224939751063471,-0.174210465136971,-0.474517495724558,0,1,0,1,4.4
-0.350350685981252,0.424636596493868,-0.174210465136971,0.908821644353814,0,1,0,1,2.95
-0.370017244338439,-0.222831070917006,-0.174210465136971,-0.474517495724558,0,1,0,1,2.75
-0.223096484846515,-0.860295365437943,3.85943184303443,-0.820352280744151,0,1,0,1,5.25
-0.057666023371356,-0.629214880119248,-0.174210465136971,-1.16618706576374,0,1,0,1,5.75
-0.223096484846515,-0.0552938617192204,-0.174210465136971,-0.474517495724558,0,1,0,0,5.15
0.0545490449020034,-0.861786870907394,-0.174210465136971,-1.16618706576374,0,1,0,1,7.9
-0.223096484846515,-0.406877702724919,-0.174210465136971,-0.474517495724558,1,0,0,1,4.85
-0.350350685981252,-0.0301439936308959,-0.174210465136971,0.562986859334221,0,1,0,1,3.1
0.828485959075998,0.169409151936996,-0.174210465136971,-0.474517495724558,1,0,0,1,11.75
0.690820050575691,-0.367121367280594,-0.174210465136971,-0.820352280744151,0,1,0,1,11.25
-0.0969991400857294,-0.137403809373638,-0.174210465136971,0.908821644353814,0,1,0,1,2.9
-0.223096484846515,-0.432876185994138,-0.174210465136971,-1.16618706576374,0,1,0,1,5.25
0.204940373515784,-0.0217864198796633,-0.174210465136971,0.562986859334221,0,1,0,1,4.5
-0.370017244338439,-0.62867485227686,-0.174210465136971,-0.820352280744151,0,1,0,1,2.9
-0.370017244338439,-0.564385823421225,-0.174210465136971,-0.820352280744151,0,1,0,1,3.15
0.204940373515784,0.209088340546694,-0.174210465136971,-0.128682710704965,0,1,0,1,6.45
0.204940373515784,-0.0243579810338887,-0.174210465136971,0.562986859334221,0,1,0,1,4.5
-0.370017244338439,0.0396224604832395,-0.174210465136971,-1.16618706576374,0,1,0,1,3.5
-0.0969991400857294,-0.127220427202905,-0.174210465136971,0.217152074314628,0,1,0,0,4.5
-0.00329377379560455,1.04623435869323,-0.174210465136971,-0.128682710704965,1,0,0,1,6
0.204940373515784,0.628329955520063,-0.174210465136971,-0.474517495724558,1,0,0,1,8.25
0.204940373515784,-0.0192662899485224,-0.174210465136971,0.217152074314628,0,1,0,0,5.11
-0.350350685981252,-0.371081571458101,-0.174210465136971,0.908821644353814,0,1,0,1,2.7
-0.223096484846515,-0.31551013491529,-0.174210465136971,-0.474517495724558,0,1,0,1,5.25
-0.370017244338439,0.515669861353448,-0.174210465136971,0.908821644353814,0,1,0,1,2.55
0.204940373515784,0.59281669598021,-0.174210465136971,0.562986859334221,1,0,0,1,4.95
-0.0969991400857294,0.390486264365755,-0.174210465136971,0.562986859334221,1,0,0,1,3.1
0.204940373515784,0.207082522846398,-0.174210465136971,0.217152074314628,1,0,0,1,6.15
0.204940373515784,-0.564360107809683,-0.174210465136971,-1.16618706576374,0,1,0,1,9.25
0.828485959075998,-0.618388607659959,-0.174210465136971,-0.474517495724558,0,1,0,0,11.45
-0.223096484846515,0.412807415184431,-0.174210465136971,0.217152074314628,1,0,0,1,3.9
-0.223096484846515,-0.834605469507231,-0.174210465136971,-0.474517495724558,0,1,0,1,5.5
0.204940373515784,-0.560759922193767,-0.174210465136971,-1.16618706576374,0,1,0,1,9.1
-0.370017244338439,-0.645415715390868,-0.174210465136971,-0.820352280744151,0,1,0,1,3.1
0.690820050575691,0.798541588318243,-0.174210465136971,-0.474517495724558,1,0,0,1,11.25
0.204940373515784,0.599014158361893,-0.174210465136971,0.217152074314628,0,1,0,1,4.8
-0.370017244338439,-0.340428562499734,-0.174210465136971,0.562986859334221,0,1,0,1,2
